contribution_id,contribution_code,type,title,date_time,abstract,footnotes,session,session_code,page_number
261,THP75,Poster Presentation,Expansion of the line-up of high capacity 4 K GM-JT,"Thursday, September 25, 2025 2:30 PM",Recent advancements in Nb₃Sn cavity development have enabled the design of SRF accelerators,"Funding Agency
Author: IINO, Yuki (Sumitomo Heavy Industries (Japan))
Co-author: IKEDA, Taiki (Sumitomo Heavy Industries (Japan))
Presenter: IINO, Yuki (Sumitomo Heavy Industries (Japan))
Session Classification: Thursday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 273",Thursday Poster Session,THP,274
262,THP16,Poster Presentation,Impact of initial cold work on the bulk,"Thursday, September 25, 2025 2:30 PM",microstructure and flux expulsion performance of,"Funding Agency
Support from US-DOE Award DE-SC0009960, with JLab support from JSA, LLC US DOE Contract
DE-AC05-06OR23177, and NHMFL facilities from NSF from agreement DMR-2128556 and the State
of Florida.
Author: CHETRI, Santosh (Florida State University)
Co-authors: KHANAL, Bashu (Old Dominion University) ;CARL, Matthew (ATI Specialty Alloys &
Components) ;LANNOY, Nathan (ATI Specialty Alloys & Components) ;DHAKAL, Pashupati (Thomas
Jefferson National Accelerator Facility) ;LEE, Peter (Florida State University) ;BALACHANDRAN,
Shreyas (Florida State University) ;BORITZ, Trent (Florida State University)
Presenter: CHETRI, Santosh (Florida State University)
Session Classification: Thursday Poster Session
September 29, 2025 Page 274",Thursday Poster Session,THP,275
263,MOP34,Poster Presentation,Vertical test results for ITN single cell cavities,"Monday, September 22, 2025 2:30 PM","To support the ILC Technology Network (ITN) Cryomodule project at KEK, we have constructed","Funding Agency
Author: VIKLUND, Eric (High Energy Accelerator Research Organization)
Co-authors: UMEMORI, Kensei (High Energy Accelerator Research Organization) ;OMET, Math-
ieu (High Energy Accelerator Research Organization) ;KATAYAMA, Ryo (High Energy Accelerator
Research Organization) ;HARA, Takafumi (High Energy Accelerator Research Organization)
Presenter: VIKLUND, Eric (High Energy Accelerator Research Organization)
Session Classification: Monday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 276",Monday Poster Session,MOP,277
264,THP03,Poster Presentation,Beam diagnostics and RF cavity operation during,"Thursday, September 25, 2025 2:30 PM",SCL3 beam commissioning at RAON,"Funding Agency
This work was supported by the Institute for Basic Science(IBS-I001-01-2025-a01)
Author: KWON, Jangwon (Institute for Basic Science)
Presenter: KWON, Jangwon (Institute for Basic Science)
Session Classification: Thursday Poster Session
Track Classification: MC1: SRF Facilities
September 29, 2025 Page 277",Thursday Poster Session,THP,278
265,THP22,Poster Presentation,Thermo-mechanical testing results for IC-DX,"Thursday, September 25, 2025 2:30 PM",ultra-low thermal expansion alloy at cryogenic,"Funding Agency
Author: YAMADA, Tomohiro (High Energy Accelerator Research Organization)
Co-authors: KUMAR, Ashish (High Energy Accelerator Research Organization) ;YAMANAKA,
Masashi (High Energy Accelerator Research Organization)
Presenter: YAMADA, Tomohiro (High Energy Accelerator Research Organization)
Session Classification: Thursday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 278",Thursday Poster Session,THP,279
266,MOP48,Poster Presentation,INFN LASA activities toward the PIP-II LB650 cavity,"Monday, September 22, 2025 2:30 PM",This contribution outlines the current status and recent progresses of INFN LASA ’s in-kind contri-,"Funding Agency
Author: PAPARELLA, Rocco (Istituto Nazionale di Fisica Nucleare)
Co-authors: BERTUCCI, Michele (Istituto Nazionale di Fisica Nucleare) ;BONEZZI, Massimo (Isti-
tuto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;BOSOTTI,
Angelo (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;DEL
CORE, Elisa (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Ap-
plicata) ;FIORINA, Fabrizio (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Super-
conduttività Applicata) ;MONACO, Laura (Istituto Nazionale di Fisica Nucleare, Laboratori Acceler-
atori e Superconduttività Applicata) ;PAGANI, Carlo (Istituto Nazionale di Fisica Nucleare, Labora-
tori Acceleratori e Superconduttività Applicata) ;SERTORE, Daniele (Istituto Nazionale di Fisica Nucle-
are, Laboratori Acceleratori e Superconduttività Applicata) ;SPRUZZOLA, Paolo (Istituto Nazionale di
Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;Dr VITALI, Bastiano (Istituto
Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;GRASSELLINO,
Laura (Fermi National Accelerator Laboratory) ;PASSARELLI, Donato (Fermi National Accelerator Lab-
oratory) ;OZELIS, Joseph (Fermi National Accelerator Laboratory)
September 29, 2025 Page 279",Monday Poster Session,MOP,280
267,MOP51,Poster Presentation,Development of High-Pressure Rinsing (HPR),"Monday, September 22, 2025 2:30 PM",simulation for SSR cavities at RAON,"Funding Agency
Author: KIM, Juwan (Institute for Basic Science)
Co-authors: JUNG, Yoochul (Institute for Basic Science) ;CHOI, Jongwan (Institute for Basic Sci-
ence) ;KIM, Heetae (Institute for Basic Science) ;KIM, Youngkwon (Institute for Basic Science)
Presenter: KIM, Juwan (Institute for Basic Science)
Session Classification: Monday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 281",Monday Poster Session,MOP,282
268,MOP69,Student Poster Presentation,Design and CW RF transmission test up to 100 kW of,"Monday, September 22, 2025 2:30 PM",L-band high-power input coupler,"Funding Agency
Author: NAMA, Pragya (The Graduate University for Advanced Studies, SOKENDAI)
Co-authors: KUMAR, Ashish (High Energy Accelerator Research Organization) ;Dr ARAKAWA,
Dai (High Energy Accelerator Research Organization) ;KAKO, Eiji (High Energy Accelerator Research
Organization) ;SAKAI, Hiroshi (High Energy Accelerator Research Organization) ;UMEMORI, Kensei
(High Energy Accelerator Research Organization) ;MIURA, Takako (High Energy Accelerator Research
Organization)
Presenter: NAMA, Pragya (The Graduate University for Advanced Studies, SOKENDAI)
Session Classification: Monday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 282",Monday Poster Session,MOP,283
269,THP41,Poster Presentation,Magnetic environment optimization in SRF testing,"Thursday, September 25, 2025 2:30 PM",Minimizing residual magnetic fields during SRF cavity cooldown is essential for reducing surface,"Funding Agency
Author: BERTUCCI, Michele (Istituto Nazionale di Fisica Nucleare)
Co-authors: BOSOTTI, Angelo (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e
Superconduttività Applicata) ;DEL CORE, Elisa (Istituto Nazionale di Fisica Nucleare, Laboratori Accel-
eratori e Superconduttività Applicata) ;FIORINA, Fabrizio (Istituto Nazionale di Fisica Nucleare, Labora-
tori Acceleratori e Superconduttività Applicata) ;MONACO, Laura (Istituto Nazionale di Fisica Nucleare,
Laboratori Acceleratori e Superconduttività Applicata) ;PAGANI, Carlo (Istituto Nazionale di Fisica Nu-
cleare, Laboratori Acceleratori e Superconduttività Applicata) ;PAPARELLA, Rocco (Istituto Nazionale
di Fisica Nucleare) ;SERTORE, Daniele (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori
e Superconduttività Applicata) ;SPRUZZOLA, Paolo (Istituto Nazionale di Fisica Nucleare, Laboratori
Acceleratori e Superconduttività Applicata) ;VITALI, Bastiano (Istituto Nazionale di Fisica Nucleare,
Laboratori Acceleratori e Superconduttività Applicata)
Presenter: BERTUCCI, Michele (Istituto Nazionale di Fisica Nucleare)
Session Classification: Thursday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 283",Thursday Poster Session,THP,284
270,MOP54,Poster Presentation,Cavities mass production for SHINE at HERT,"Monday, September 22, 2025 2:30 PM",The main accelerator of Shanghai High Repetition Rate X-ray FEL and Extreme Light Facility,"Funding Agency
Author: ZHAO, Jianbing (Institute of High Energy Physics)
Co-authors: ZHAO, Hui (Institute of High Energy Physics) ;HOU, Hongtao (Shanghai Advanced
Research Institute) ;ZHANG, Zhanjun (Institute of High Energy Physics) ;ZHENG, Xiaobin (Institute
of High Energy Physics) ;YANG, Conglai (Institute of High Energy Physics) ;MU, Zhihui (Institute of
High Energy Physics)
Presenter: ZHAO, Jianbing (Institute of High Energy Physics)
Session Classification: Monday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 284",Monday Poster Session,MOP,285
271,MOP02,Poster Presentation,CEPC superconducting RF system EDR design and,"Monday, September 22, 2025 2:30 PM",The CEPC (Circular Electron-Positron Collider) is a 100-kilometer circular collider designed to,"Funding Agency
Author: ZHAI, Jiyuan (Institute of High Energy Physics)
Co-authors: SHA, Peng (Institute of High Energy Physics) ;ZHENG, Hongjuan (Institute of High
Energy Physics) ;HUANG, Tongming (Institute of High Energy Physics) ;MA, Qiang (Institute of High
Energy Physics) ;CHEN, Xu (Institute of High Energy Physics) ;MENG, Fanbo (Institute of High
Energy Physics) ;MI, Zhenghui (Institute of High Energy Physics) ;JIN, Song (Institute of High En-
ergy Physics) ;ZHANG, Xinying (Institute of High Energy Physics) ;DONG, Chao (Institute of High
Energy Physics) ;GE, Rui (Institute of High Energy Physics) ;HAN, Ruixiong (Institute of High En-
ergy Physics) ;XU, Miaofu (Institute of High Energy Physics) ;LI, Mei (Institute of High Energy
Physics) ;LIU, Baiqi (Institute of High Energy Physics)
Presenter: ZHAI, Jiyuan (Institute of High Energy Physics)
Session Classification: Monday Poster Session
September 29, 2025 Page 285",Monday Poster Session,MOP,286
273,MOP76,Poster Presentation,Status of the cryomodule tests as a part of Polish,"Monday, September 22, 2025 2:30 PM",in-kind contribution to the European Spallation,"Funding Agency
Author: SWIERBLEWSKI, Jacek (Institute of Nuclear Physics, Polish Academy of Sciences)
Co-author: BOCIAN, Dariusz (Institute of Nuclear Physics, Polish Academy of Sciences)
Presenter: BOCIAN, Dariusz (Institute of Nuclear Physics, Polish Academy of Sciences)
Session Classification: Monday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 287",Monday Poster Session,MOP,288
274,TUP25,Student Poster Presentation,Localization of field emission emitters in RAONHWRs using quality factor,"Tuesday, September 23, 2025 2:30 PM",Field emission (FE) is one of the main issues limiting the performance of superconducting cavi-,"Funding Agency
Author: JEON, Sungmin (Kyungpook National University)
Co-authors: KIM, Heetae (Institute for Basic Science) ;HAN, JangMin (Institute for Basic Sci-
ence) ;KIM, Juwan (Institute for Basic Science) ;JUNG, Yoochul (Institute for Basic Science) ;KIM,
Youngkwon (Institute for Basic Science)
Presenter: JEON, Sungmin (Kyungpook National University)
Session Classification: Tuesday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 288",Tuesday Poster Session,TUP,289
275,THP44,Poster Presentation,Hybrid Wire Laser Additive Manufacturing and CNC,"Thursday, September 25, 2025 2:30 PM",machining for advanced SRF cavity fabrication,"Funding Agency
Author: AZZOLINI, Oscar (Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali di Legnaro)
Co-authors: CHYHYRYNETS, Eduard (Istituto Nazionale di Fisica Nucleare, Laboratori Nazion-
ali di Legnaro) ;KEPPEL, Giorgio (Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali di Leg-
naro) ;OLIVIERI, Giorgio (MELTIO) ;PIRA, Cristian (Istituto Nazionale di Fisica Nucleare) ;STIVANELLO,
Fabrizio (Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali di Legnaro)
Presenter: AZZOLINI, Oscar (Istituto Nazionale di Fisica Nucleare, Laboratori Nazionali di Leg-
naro)
Session Classification: Thursday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 289",Thursday Poster Session,THP,290
276,MOP27,Poster Presentation,Testing and delivery of high beta cavities for the,"Monday, September 22, 2025 2:30 PM",European Spallation Source by UKRI-STFC,"Funding Agency
UKRI-STFC
Author: Mr WHEELHOUSE, Alan (ASTeC, STFC Daresbury Laboratory)
Co-authors: BLACKETT-MAY, Andrew (ASTeC, STFC Daresbury Laboratory) ;Mr AKINTOLA,
Ayo (ASTeC, STFC Daresbury Laboratory) ;JENKINS, Conor (Science and Technology Facilities Coun-
cil);Mr MASON, David (Science and Technology Facilities Council) ;RESCHKE, Detlef (Deutsches
Elektronen-Synchrotron DESY) ;Mr MILLER, George (Science and Technology Facilities Council) ;Dr
SKACHKO, Ivan (ASTeC, STFC Daresbury Laboratory) ;Ms MUTCH, Jennifer (Science and Technology
Facilities Council) ;STEDER, Lea (Deutsches Elektronen-Synchrotron DESY) ;Mr PENDLETON, Mark
(Science and Technology Facilities Council) ;WIENCEK, Mateusz (Deutsches Elektronen-Synchrotron
DESY) ;Mr ELLIS, Michael (ASTeC, STFC Daresbury Laboratory) ;POYNTON, Oliver (Science and
Technology Facilities Council) ;Dr SMITH, Paul (ASTeC, STFC Daresbury Laboratory) ;MCINTOSH,
Peter (Science and Technology Facilities Council) ;HORNICKEL, Philip (Science and Technology Fa-
cilities Council) ;Mr PATTALWAR, Shrikant (ASTeC, STFC Daresbury Laboratory) ;WILDE, Stuart
(Daresbury Laboratory) ;Ms BILQUES, Zakia (Science and Technology Facilities Council)
Presenter: Mr WHEELHOUSE, Alan (ASTeC, STFC Daresbury Laboratory)
Session Classification: Monday Poster Session
September 29, 2025 Page 290",Monday Poster Session,MOP,291
278,TUP16,Poster Presentation,Quality factor analysis of surface-passivated cavities,"Tuesday, September 23, 2025 2:30 PM",at low gradients applying two level system models,"Funding Agency
Author: VENUGOPAL, Rakshith (Deutsches Elektronen-Synchrotron DESY)
Co-authors: KASPRZAK, Karol (Deutsches Elektronen-Synchrotron DESY) ;WIENCEK, Mateusz
(Deutsches Elektronen-Synchrotron DESY) ;Dr DEYU, Getnet Kacha (Universität Hamburg) ;Mr VOIGE,
Marco (Universität Hamburg; Deutsches Elektronen-Synchrotron DESY) ;Dr ZIEROLD, Robert (Center
for Hybrid Nanostructures) ;Prof. H. BLICK, Robert (Center for Hybrid Nanostructures) ;HILLERT,
Wolfgang (Universität Hamburg) ;WEISE, Hans (Deutsches Elektronen-Synchrotron DESY) ;WEN-
SKAT, Marc (Universität Hamburg; Deutsches Elektronen-Synchrotron DESY)
Presenter: WENSKAT, Marc (Universität Hamburg; Deutsches Elektronen-Synchrotron DESY)
Session Classification: Tuesday Poster Session
September 29, 2025 Page 292",Tuesday Poster Session,TUP,293
279,MOP41,Poster Presentation,Upgrades to the Daresbury Laboratory Vertical Test,"Monday, September 22, 2025 2:30 PM",Facility and testing of PIP-II HB650 cavities,"Funding Agency
UKRI-STFC
Author: BLACKETT-MAY, Andrew (ASTeC, STFC Daresbury Laboratory)
Co-authors: AKINTOLA, Ayo (ASTeC, STFC Daresbury Laboratory) ;Ms BILQUES, Zakia (Sci-
ence and Technology Facilities Council) ;Mr CAVANAGH, Edward (ASTeC, STFC Daresbury Labora-
tory);Mr HASSALL, John (Science and Technology Facilities Council) ;HORNICKEL, Philip (Science
and Technology Facilities Council) ;JENKINS, Conor (Science and Technology Facilities Council) ;Mr
JONES, Matthew (ASTeC, STFC Daresbury Laboratory) ;MASON, David (Science and Technology Fa-
cilities Council) ;MCINTOSH, Peter (Science and Technology Facilities Council) ;MUTCH, Jennifer
(Science and Technology Facilities Council) ;PATTALWAR, Shrikant (ASTeC, STFC Daresbury Lab-
oratory) ;PENDLETON, Mark (Science and Technology Facilities Council) ;POYNTON, Oliver (Sci-
ence and Technology Facilities Council) ;SHABALINA, Anna (Science and Technology Facilities Coun-
cil);SKACHKO, Ivan (ASTeC, STFC Daresbury Laboratory) ;SMITH, Paul (ASTeC, STFC Daresbury
Laboratory) ;WHEELHOUSE, Alan (ASTeC, STFC Daresbury Laboratory) ;WILDE, Stuart (Daresbury
Laboratory) ;CHOUHAN, Vijay (Fermi National Accelerator Laboratory) ;GRASSELLINO, Laura (Fermi
National Accelerator Laboratory) ;OZELIS, Joseph (Fermi National Accelerator Laboratory) ;PARK,
HyeKyoung (Fermi National Accelerator Laboratory) ;Dr WU, Genfa (Fermi National Accelerator Lab-
oratory)
Presenter: SHABALINA, Anna (Science and Technology Facilities Council)
Session Classification: Monday Poster Session
September 29, 2025 Page 294",Monday Poster Session,MOP,295
280,MOP40,Poster Presentation,Status of PIP-II HB650 cavities production,"Monday, September 22, 2025 2:30 PM","STFC is responsible for delivering 20 high-beta 650 MHz cavities for the PIP-II project, with in-","Funding Agency
Author: SHABALINA, Anna (Science and Technology Facilities Council)
Co-authors: WHEELHOUSE, Alan (Daresbury Laboratory) ;NETEPENKO, Alex (Fermi National Ac-
celerator Laboratory) ;GRESELE, Ambra (Zanon Research & Innovation) ;BLACKETT-MAY, Andrew
(ASTeC, STFC Daresbury Laboratory) ;TSYMBALIUK, Andrii (Zanon Research & Innovation) ;AKIN-
TOLA, Ayo (Daresbury Laboratory) ;STONE, Brent (Fermi National Accelerator Laboratory) ;JENK-
INS, Conor (Science and Technology Facilities Council) ;MASON, David (Daresbury Laboratory) ;CA-
VANAGH, Edward (Daresbury Laboratory) ;WU, Genfa (Fermi National Accelerator Laboratory) ;PARK,
HyeKyoung (Fermi National Accelerator Laboratory) ;SKACHKO, Ivan (Daresbury Laboratory) ;MUTCH,
Jennifer (Daresbury Laboratory) ;OZELIS, Joseph (Fermi National Accelerator Laboratory) ;Dr CHEETHAM,
K.J. (Daresbury Laboratory) ;GRASSELLINO, Laura (Fermi National Accelerator Laboratory) ;JONES,
Matthew (Daresbury Laboratory) ;ELLIS, Michael (Daresbury Laboratory) ;KANE, Mitchell (Daresbury
Laboratory) ;POYNTON, Oliver (Science and Technology Facilities Council) ;BARBERO, Paolo (Zanon
Research & Innovation) ;SMITH, Paul (Daresbury Laboratory) ;MCINTOSH, Peter (Science and Tech-
nology Facilities Council) ;WILDE, Stuart (Daresbury Laboratory) ;CHOUHAN, Vijay (Fermi National
Accelerator Laboratory) ;Ms BILQUES, Zakia (Science and Technology Facilities Council)
Presenter: SHABALINA, Anna (Science and Technology Facilities Council)
September 29, 2025 Page 296",Monday Poster Session,MOP,297
281,THP17,Poster Presentation,RaSTA 2.0 - development of a compact sample test,"Thursday, September 25, 2025 2:30 PM",cavity for surface resistance measurements,"Funding Agency
Author: Dr KECKERT, Sebastian (Helmholtz-Zentrum Berlin für Materialien und Energie)
Co-authors: KRAMER, Felix (Helmholtz-Zentrum Berlin für Materialien und Energie) ;KUGELER,
Oliver (Helmholtz-Zentrum Berlin für Materialien und Energie) ;KNOBLOCH, Jens (University of
Siegen)
Presenter: Dr KECKERT, Sebastian (Helmholtz-Zentrum Berlin für Materialien und Energie)
Session Classification: Thursday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 298",Thursday Poster Session,THP,299
282,THP54,Student Poster Presentation,Preliminary physics design of 1.3 GHz,"Thursday, September 25, 2025 2:30 PM",superconducting electron gun,"Funding Agency
This work was supported by the National Natural Science Foundation of China (12125508), the
National Key Research and Development Program of China (2024YFA1612100), the CAS Project
for Young Scientist
Author: YUAN, XiongHao (Shanghai Institute of Applied Physics)
Co-authors: DENG, Haixiao (Shanghai Institute of Applied Physics) ;QIAN, Houjun (Shanghai
Zhangjiang Laboratory) ;SHU, Guan (Shanghai Zhangjiang Laboratory) ;CHEN, Jinfang (Shanghai
Advanced Research Institute) ;HOU, Hongtao (Shanghai Advanced Research Institute) ;PU, Xiaoyun
(Shanghai Advanced Research Institute, Chinese Academy of Sciences)
Presenter: YUAN, XiongHao (Shanghai Institute of Applied Physics)
Session Classification: Thursday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 299",Thursday Poster Session,THP,300
284,TUP26,Poster Presentation,Statistical analysis of field emission for SHINE,"Tuesday, September 23, 2025 2:30 PM",Field emission is one of the main problems that is difficult to completely avoid in superconducting,"Funding Agency
Author: ZONG, Yue (Shanghai Advanced Research Institute)
Co-authors: Mr XING, Shuai (Shanghai Advanced Research Institute, Chinese Academy of Sci-
ences) ;CHEN, Jinfang (Shanghai Advanced Research Institute) ;Mr LU, Lijun (Shanghai Advanced Re-
search Institute, Chinese Academy of Sciences) ;WANG, Zheng (Shanghai Institute of Applied Physics) ;Ms
WU, Jiani (Shanghai Advanced Research Institute, Chinese Academy of Sciences) ;ZHAO, ShenJie
(Shanghai Advanced Research Institute, Chinese Academy of Sciences) ;Dr ZHAO, Yeliang (Shanghai
Advanced Research Institute) ;ZHANG, Jiale (Shanghai Advanced Research Institute) ;XUE, Wentian
(Shanghai Institute of Applied Physics) ;WANG, Xiaohu (ShanghaiTech University) ;Mr TAO, Yinji
(ShanghaiTech University)
Presenter: ZONG, Yue (Shanghai Advanced Research Institute)
Session Classification: Tuesday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 300",Tuesday Poster Session,TUP,301
285,TUP41,Poster Presentation,Plasma processing on low beta SRF elliptical cavities,"Tuesday, September 23, 2025 2:30 PM",Plasma treatment has emerged as an effective method for mitigating field emission and recov-,"This work was partially supported by the European Union ’s Horizon Europe Marie Sklodowska-
Curie Staff Exchanges programme under EAJADE grant agreement no. 101086276
Author: DEL CORE, Elisa (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Supercon-
duttività Applicata)
Co-authors: BOSOTTI, Angelo (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e
Superconduttività Applicata) ;PAPARELLA, Rocco (Istituto Nazionale di Fisica Nucleare) ;SERTORE,
Daniele (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Superconduttività Applicata) ;PIERINI,
Paolo (European Spallation Source) ;CENNI, Enrico (Commissariat à l’Énergie Atomique et aux Éner-
gies Alternatives) ;GIACCONE, Bianca (Fermi National Accelerator Laboratory) ;POSOS, Taha (Fermi
National Accelerator Laboratory) ;KAZAKOV, Sergey (Fermi National Accelerator Laboratory)
Presenter: DEL CORE, Elisa (Istituto Nazionale di Fisica Nucleare, Laboratori Acceleratori e Super-
conduttività Applicata)
Session Classification: Tuesday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 301",Tuesday Poster Session,TUP,302
287,THP57,Poster Presentation,High intensity proton cryomodule parasitic,"Thursday, September 25, 2025 2:30 PM",Experimental evidence of parasitic radiation originating from cavity field emission or beam losses,"Funding Agency
Author: DEVANZ, Guillaume (Commissariat à l’Energie Atomique)
Co-authors: CENNI, Enrico (CEA Paris-Saclay) ;MAIANO, Cecilia (European Spallation Source) ;PI-
QUET, Olivier (CEA Paris-Saclay)
Presenter: DEVANZ, Guillaume (Commissariat à l’Energie Atomique)
Session Classification: Thursday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 302",Thursday Poster Session,THP,303
288,MOP42,Poster Presentation,Experimental investigation of plasma processing for,"Monday, September 22, 2025 2:30 PM",Field emission and multipacting are critical factors that limit the achievable operational gradient,"Funding Agency
This manuscript has been authored by FermiForward Discovery Group, LLC under Contract No.
89243024CSC000002 with the U.S. Department of Energy, Office of Science, Office of High Energy
Physics.
Author: GIACCONE, Bianca (Fermi National Accelerator Laboratory)
Co-authors: PASSARELLI, Donato (Fermi National Accelerator Laboratory) ;PARISE, Mattia (Fermi
National Accelerator Laboratory) ;AIAZZI, Tommaso (Fermi National Accelerator Laboratory) ;ROGER,
Vincent (Fermi National Accelerator Laboratory)
Presenter: GIACCONE, Bianca (Fermi National Accelerator Laboratory)
Session Classification: Monday Poster Session
Track Classification: MC3: Cavities
September 29, 2025 Page 303",Monday Poster Session,MOP,304
291,THP18,Student Poster Presentation,Point defects in Nb-based superconducting films,"Thursday, September 25, 2025 2:30 PM",probed by positron annihilation spectroscopy,"M. Wenskat et al., Sci. Rep. 10 (2020) 8300. *M. Wenskat et al., Phys. Rev. B. 106 (2022) 094516.
Funding Agency
BMFTR (Federal Ministry of Research, Technology and Space).
HZDR (Helmholtz-Zentrum Dresden-Rossendorf e.V.).
Author: KLUG, Sebastian (Helmholtz-Zentrum Dresden-Rossendorf)
Co-authors: Dr BUTTERLING, Maik (Delft University of Technology) ;Dr WAGNER, Andreas
(Helmholtz-Zentrum Dresden-Rossendorf) ;Dr LIEDKE, Maciej Oskar (Helmholtz-Zentrum Dresden-Rossendorf)
Presenter: KLUG, Sebastian (Helmholtz-Zentrum Dresden-Rossendorf)
Session Classification: Thursday Poster Session
Track Classification: MC2: Fundamental SRF research and development
September 29, 2025 Page 304",Thursday Poster Session,THP,305
292,MOP79,Poster Presentation,Insights into the cryogenic operation of the ESS,"Monday, September 22, 2025 2:30 PM",superconducting cryomodules during the first,"Funding Agency
Author: SKIBA, Marek (European Spallation Source)
Co-authors: ELIAS, Nuno (European Spallation Source) ;GOUDKET, Philippe (European Spallation
Source) ;Mr KRAWCZYK, Artur (European Spallation Source) ;MAIANO, Cecilia (European Spalla-
tion Source) ;PIERINI, Paolo (European Spallation Source) ;PRZYBILSKI, Henry (European Spallation
Source) ;Mr VAN VELZE, Peter (European Spallation Source) ;WANG, Muyuan (European Spallation
Source) ;Ms ZWOZNIAK, Agnieszka (European Spallation Source)
Presenter: SKIBA, Marek (European Spallation Source)
Session Classification: Monday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 305",Monday Poster Session,MOP,306
293,MOP68,Poster Presentation,High-Power RF Conditioning of MYRRHA Prototype,"Monday, September 22, 2025 2:30 PM",Power Couplers AT IJCLAB,"[1] N. Elkamchi, C. Joly, C. Magueur, P. Duchesne, S. Berthelot, W. Kaabi, C. Lhomme « Proceedings
of SRF2023 », Grand Rapids, USA
Funding Agency
Author: ELKAMCHI, Noureddine (Université Paris-Saclay, CNRS/IN2P3, IJCLab)
Co-authors: Dr JOLY, Christophe (Laboratoire de Physique des 2 Infinis Irène Joliot-Curie) ;Mr
MAGUEUR, Christopher (Laboratoire de Physique des 2 Infinis Irène Joliot-Curie) ;Dr OLIVIER, Gilles
(Laboratoire de Physique des 2 Infinis Irène Joliot-Curie) ;Mr BERTHELOT, Sylvain (Laboratoire de
Physique des 2 Infinis Irène Joliot-Curie) ;Ms THIEBAULT, Alice (Laboratoire de Physique des 2 Infinis
Irène Joliot-Curie) ;Dr DUCHESNE, Patricia (Laboratoire de Physique des 2 Infinis Irène Joliot-Curie) ;Mr
FROSSARD, Olivier (Laboratoire de Physique des 2 Infinis Irène Joliot-Curie) ;Ms POUX, Véronique
(Laboratoire de Physique des 2 Infinis Irène Joliot-Curie) ;Ms TUN LANOE, Kaing Mon Mon (Labo-
ratoire de Physique des 2 Infinis Irène Joliot-Curie) ;Dr PERROT, Luc (Laboratoire de Physique des 2
September 29, 2025 Page 306",Monday Poster Session,MOP,307
295,THP47,Poster Presentation,Local magnetic field evolution in shielded SRF,"Thursday, September 25, 2025 2:30 PM",cavities during thermal cycling in a cryomodule-like,"Funding Agency
Author: Dr SALÉN, Peter (Uppsala University)
Co-authors: Dr OLVEGÅRD, Maja (Uppsala University) ;SANTIAGO KERN, Rocío (Uppsala Univer-
sity);SVANBERG, Carl (Uppsala University) ;ZHOVNER, Mykhailo (Uppsala University) ;MARHAUSER,
Frank (Belgian Nuclear Research Centre)
Presenter: SANTIAGO KERN, Rocío (Uppsala University)
Session Classification: Thursday Poster Session
September 29, 2025 Page 308",Thursday Poster Session,THP,309
296,MOP67,Poster Presentation,Coupler installations on cavities at CEA followed by,"Monday, September 22, 2025 2:30 PM",high power test in horizontal cryostat at Fermilab,"Funding Agency
Author: BAZIN, Nicolas (Commissariat à l’Energie Atomique)
Co-author: OZELIS, Joseph (Fermi National Accelerator Laboratory)
Presenter: BAZIN, Nicolas (Commissariat à l’Energie Atomique)
Session Classification: Monday Poster Session
Track Classification: MC4: SRF Technologies
September 29, 2025 Page 310",Monday Poster Session,MOP,311
